"Entity_Name","Address","Floor","Borough","State","Zip","AED_NumPersonTrained","AED_NumAeds","Latitude","Longitude","Community_District","Council_District","Census_Tract_2010","NTA_Code","BBL","BIN","Location Point","Location Type","Last Updated"
"I.S. 010 Horace Greeley","45-11 31 Avenue","MAIN ENTRANCE","Queens","New York","11103","13","1","40.75935589","-73.91290189","401","22","15100","QN70","4007140001","4012664","POINT (-73.91290189 40.75935589)","Public Schools",
"Gaynor McCown Expeditionary Learning School","100 Essex Drive","FL 02 - Outside McCown Main Entrance","Staten Island","New York","10314","12","1","40.5813078","-74.15858839","502","51","27702","SI24","5024500320","5149609","POINT (-74.15858839 40.5813078)","Public Schools","03/10/2025"
"Atmosphere Academy Public Charter School (3983 Waldo)","22 Marble Hill Avenue","main entrance","Bronx","New York","10463","5","1","40.87515474","-73.91042453","208","10","30900","BX22","2022150538","1064672","POINT (-73.91042453 40.87515474)","School",
"Wildflower New York Charter School","1332 Fulton Avenue","outside room 401","Bronx","New York","10456","5","1","40.83314041","-73.90281303","203","16","14900","BX35","2029310015","2009685","POINT (-73.90281303 40.83314041)","School",
"P.S. 166 The Richard Rodgers School of The Arts and Technology","132 West 89 Street","Security","Manhattan","New York","10024","5","1","40.78885867","-73.97184638","107","6","17300","MN12","1012190047","1032308","POINT (-73.97184638 40.78885867)","Public Schools",
"P.S. 008 Luis Belliard","465 West 167 Street","3rd Floor  outside room 309","Manhattan","New York","10032","8","1","40.83894732","-73.93683776","112","10","24900","MN36","1021120001","1081842","POINT (-73.93683776 40.83894732)","Public Schools",
"Eleven Times Square","11 Times Square","21st Floor Outside Service Elevator (SN: B10H-01383)","Manhattan","New York","10036","44","17","40.75689078","-73.9900232","105","3","11300","MN17","1010137501","1087978","POINT (-73.9900232 40.75689078)","Businesses & Commercial Spaces",
"W. H. Maxwell Career and Technical Education High School","145 Pennsylvania Avenue","Main Entrance","Brooklyn","New York","11207","7","1","40.67412808","-73.89643036","305","37","114400","BK85","3037040001","3083660","POINT (-73.89643036 40.67412808)","School",
"I.S. 340 Brooklyn","227 Sterling Place","Main Lobby","Brooklyn","New York","11238","11","1","40.6760869","-73.97038","308","35","16300","BK64","3011640057","3029060","POINT (-73.97038 40.6760869)","Public Schools",
"P.S. 006 West Farms","1000 East Tremont Avenue","FL 03 - Outside Main Office","Bronx","New York","10460","47","1","40.84074825","-73.88170625","206","15","35900","BX17","2030050010","2010892","POINT (-73.88170625 40.84074825)","Public Schools","03/10/2025"
"Worldwide Plaza","825 Eighth Avenue","Fl. 22/Restroom","Manhattan","New York","10019","38","1","40.76206701","-73.98627542","104","3","12700","MN15","1010400029","1076203","POINT (-73.98627542 40.76206701)","Businesses & Commercial Spaces",
"ReStart @ Dynamite Youth Center - Brooklyn","1830 Coney Island Avenue","main entrance","Brooklyn","New York","11230","0","1","40.61308104","-73.96297046","312","44","44200","BK46","3065920048","3174036","POINT (-73.96297046 40.61308104)","School",
"Union Square Academy for Health Sciences","40 Irving Place","8th Floor beside room 807","Manhattan","New York","10003","8","1","40.7354869","-73.98765932","106","2","5000","MN21","1008720057","1017828","POINT (-73.98765932 40.7354869)","School",
"Department of Citywide Administrative Services","1 Centre Street","FSD Room - South Lobby","Manhattan","New York","10007","8","1","40.71299412","-74.0041807","101","1","2900","MN27","1001210001","1001394","POINT (-74.0041807 40.71299412)","Government Buildings & Services",
"Cotton Incorporated","909 3 AVENUE","FL 14 - Pantry","Manhattan","New York","10022","4","1","40.75873689","-73.96861769","106","4","10800","MN19","1013280001","1038570","POINT (-73.96861769 40.75873689)","Businesses & Commercial Spaces",
"Walt Disney/ABC, Inc.","30 WEST 66 STREET","Stair Y-5th Floor","Manhattan","New York","10023","180","1","40.77282549","-73.97973833","107","6","14900","MN14","1011187502","1028167","POINT (-73.97973833 40.77282549)","Businesses & Commercial Spaces",
"Tag Young Scholars JHS","240 East 109 Street","Main Entrance","Manhattan","New York","10029","14","1","40.79306356","-73.94230235","111","8","17000","MN33","1016560100","1052433","POINT (-73.94230235 40.79306356)","Public Schools",
"Curtis High School","105 Hamilton Avenue","Outside Auditorium","Staten Island","New York","10301","106","1","40.64472755","-74.081222","501","49","700","SI22","5000220001","5106483","POINT (-74.081222 40.64472755)","Public Schools","03/10/2025"
"McLaughlin & Stern, LLP","260 MADISON AVENUE","20th floor / pantry","Manhattan","New York","10016","7","1","40.75070018","-73.98082785","105","4","8200","MN20","1008680016","1017230","POINT (-73.98082785 40.75070018)","Businesses & Commercial Spaces",
"Four Seasons Hotel New York","57 East 57th Street","FL 01 - Security (Near Employee Entrance)","Manhattan","New York","10022","0","1","40.76205064","-73.97179277","105","4","1005","MN17","1012937501","1077862","POINT (-73.97179277 40.76205064)","Businesses & Commercial Spaces","09/30/2024"
"Department of Citywide Administrative Services","111 Centre Street","FL 01","Manhattan","New York","10007","2","1","40.71630987","-74.001277","101","1","3100","MN24","1001690010","1001833","POINT (-74.001277 40.71630987)","Government Buildings & Services",
"P.S. 171 Peter G. Van Alst","14-14 29 Avenue","Stairway C on the 3rd Floor","Queens","New York","11102","10","1","40.77132869","-73.92908576","401","22","8300","QN71","4005370014","4006046","POINT (-73.92908576 40.77132869)","Public Schools",
"Platton Hall","260 West 78 St.","Lobby 1st floor","Manhattan","New York","10024","12","1","40.78334634","-73.98095202","107","6","16300","MN12","1011697504","1090883","POINT (-73.98095202 40.78334634)","Businesses & Commercial Spaces",
"I.S. 117 Joseph H. Wade","1865 Morris Avenue","4th Floor outside room 430","Bronx","New York","10453","1","1","40.84854025","-73.90841468","205","14","23301","BX41","2028270001","2007902","POINT (-73.90841468 40.84854025)","Public Schools",
"P723X - Main Site (X701)","3540 Bivona Street","Outside Principal's Office Near Exit 1","Bronx","New York","10475","12","1","40.88302015","-73.83322483","212","12","46202","BX13","2052630070","2093877","POINT (-73.83322483 40.88302015)","Public Schools",
"The Laurel Condominium c/o Solstice Residential Group","400 EAST 67 STREET","Lobby","Manhattan","New York","10065","7","1","40.76427802","-73.95831226","108","5","11600","MN31","1014617501","1087926","POINT (-73.95831226 40.76427802)","Businesses & Commercial Spaces",
"The Brooklyn School for Social Justice","400 Irving Avenue","Main Entrance","Brooklyn","New York","11237","1","1","40.69717736","-73.91116946","304","37","43500","BK77","3033650098","3076908","POINT (-73.91116946 40.69717736)","School",
"Fried, Frank, Harris, Shriver & Jacobson LLP","1 NEW YORK PLAZA","FL 22","Manhattan","New York","10004","36","1","40.70253319","-74.01256178","101","1","900","MN25","1000047501","1000005","POINT (-74.01256178 40.70253319)","Businesses & Commercial Spaces","06/20/2024"
"Jacob K. Javits Convention Center","655 WEST 34 STREET","L5 Elevator BB","Manhattan","New York","10001","75","1","40.75655629","-74.00380806","104","3","9900","MN13","1006800001","1067973","POINT (-74.00380806 40.75655629)","Performance Venues",
"Columbia University - Roy and Diana Vagelos Education Center","104 Haven Avenue","Lobby","Manhattan","New York","10032","1","1","40.84471146","-73.94243087","112","10","25500","MN36","1021390229","1090165","POINT (-73.94243087 40.84471146)","Colleges & Universities","09/05/2024"
"State Street Corporation","1290 6th Avenue","4th Floor Reception; Security Response Kit; 6th Floor Training Room; 6th Floor Pantry","Manhattan","New York","10104","0","4","40.76085011","-73.97971672","105","4","10400","MN17","1012670001","1034510","POINT (-73.97971672 40.76085011)","Businesses & Commercial Spaces",
"I.S. 077 Queens","976 Seneca Avenue","Fourth floor near elevator","Queens","New York","11385","33","1","40.69950855","-73.90213944","405","34","55500","QN20","4035630023","4085922","POINT (-73.90213944 40.69950855)","Public Schools","03/10/2025"
"Children's Academy NYC","317 East 50th Street","Nurse's Office","Manhattan","New York","10022","0","1","40.75461406079","-73.96789053469","106","4","9800","MN19","1013437501","1039641","POINT (-73.967890534686 40.754614060788)","School","03/12/2025"
"Nederlander Producing Company, Inc.","1450 Broadway","6th Floor reception area","Manhattan","New York","10018","2","1","40.7549197","-73.9866595","105","4","11300","MN17","1009930047","1022568","POINT (-73.9866595 40.7549197)","Businesses & Commercial Spaces",
"Atlantic Terminal Senior Centers","501 Carlton Avenue","Director's Office","Brooklyn","New York","11238","2","1","40.68275406","-73.97077003","302","35","17900","BK68","3020070001","3057520","POINT (-73.97077003 40.68275406)","Senior Centers",
"Conde Nast Building","4 Times Square","3rd floor / fitness center","Manhattan","New York","10036","0","1","40.75617401","-73.98624415","105","4","11900","MN17","1009950005","1085682","POINT (-73.98624415 40.75617401)","Businesses & Commercial Spaces",
"NYCDOT Ferry Division","1 Bay Street","St. George Terminal","Staten Island","New York","10301","30","4","40.64372588","-74.0727888","501","49","300","SI22","5000020001","5141706","POINT (-74.0727888 40.64372588)","Ferries & Other Transportation",
"BFFY Glenwood Senior Centers","5701 Avenue H","Program Managers Office","Brooklyn","New York","11234","2","1","40.63328099","-73.92155537","318","45","94402","BK58","3079780001","3331006","POINT (-73.92155537 40.63328099)","Senior Centers",
"P.S. 118 Lorraine Hansberry","190-20 109 Road","Main Entrance","Queens","New York","11412","10","1","40.70357658","-73.76583776","412","27","50400","QN07","4109260050","4233850","POINT (-73.76583776 40.70357658)","Public Schools",
"Morgan Stanley - 1585 Broadway","1585 Broadway","FL 07M","Manhattan","New York","10036","1","1","40.76020869","-73.98533366","105","3","12500","MN17","1010197502","1076193","POINT (-73.98533366 40.76020869)","Businesses & Commercial Spaces","05/13/2025"
"P.S. 183 Dr. Richard R. Green","2-45 Beach 79 Street","Main Entrance","Queens","New York","11693","7","1","40.58950028","-73.80536212","414","31","94202","QN12","4161120001","4303354","POINT (-73.80536212 40.58950028)","Public Schools",
"Jeffrey M. Rapport School For Career Development, The","470 Jackson Avenue","Outside Room 340","Bronx","New York","10455","10","1","40.81115523","-73.90980295","201","8","3500","BX39","2025780027","2003910","POINT (-73.90980295 40.81115523)","School",
"Carver Senior Centers","55 East 102nd Street","Bookkeeper's Office","Manhattan","New York","10029","3","1","40.79083331","-73.95085248","111","8","16800","MN33","1016080023","1082659","POINT (-73.95085248 40.79083331)","Senior Centers",
"The Amherst","401 EAST 74 STREET","Lobby","Manhattan","New York","10021","8","1","40.76897842","-73.95469549","108","5","13200","MN31","1014697501","1045891","POINT (-73.95469549 40.76897842)","Businesses & Commercial Spaces",
"P.S. 232 Lindenwood","153-23 83 Street","Main Entrance","Queens","New York","11414","8","1","40.6659016","-73.85121612","410","32","6202","QN57","4114450001","4247454","POINT (-73.85121612 40.6659016)","Public Schools",
"Academy for Young Writers","1065 Elton Street","PSAL","Brooklyn","New York","11208","30","2","40.65742639","-73.87473417","305","42","107000","BK82","3044490001","3413878","POINT (-73.87473417 40.65742639)","Public Schools","03/10/2025"
"P.S. 016 Wakefield","4550 Carpenter Avenue","Main Entrance","Bronx","New York","10470","12","1","40.90219938","-73.85482712","212","11","41400","BX62","2050760031","2070894","POINT (-73.85482712 40.90219938)","Public Schools",
"Academy of the City Charter School","31-29 60th Street","Main Entrance","Queens","New York","11377","35","1","40.75692405","-73.90267561","401","25","29700","QN63","4011360006","4437071","POINT (-73.90267561 40.75692405)","Public Schools","03/10/2025"
"AIA Bay Eden Senior Centers","1220 East 229th Street","Director's Office","Bronx","New York","10466","1","1","40.88400445","-73.84220208","212","12","46000","BX03","2049050360","2093741","POINT (-73.84220208 40.88400445)","Senior Centers",
"Brookfield Properties - Corporate Office","250 VESEY STREET","-","Manhattan","New York","10281","35","5","40.71452196","-74.0156771","101","1","31703","MN25","1000160150","1000060","POINT (-74.0156771 40.71452196)","Businesses & Commercial Spaces",
"Walt Disney/ABC, Inc.","47 WEST 66 STREET","Stair Y-Floor 5","Manhattan","New York","10023","180","1","40.77298749","-73.98008127","107","6","15300","MN14","1011190021","1081016","POINT (-73.98008127 40.77298749)","Businesses & Commercial Spaces",
"Con Edison - Astoria","31-01 20 AVENUE","-","Queens","New York","11105","16","9","40.77956839","-73.90607263","401","22","10701","QN72","4008500001","4546438","POINT (-73.90607263 40.77956839)","Businesses & Commercial Spaces",
"P.S. 105 The Blythebourne","1031 59 Street","Outside Room 509 by Stairway D","Brooklyn","New York","11219","43","1","40.63292901","-74.00373973","312","43","21400","BK88","3057020001","3140612","POINT (-74.00373973 40.63292901)","Public Schools","03/10/2025"
"New York State Department of Housing","1 FORDHAM PLAZA","Office Information Area","Bronx","New York","10458","2","1","40.86073227","-73.88958427","206","15","38700","BX06","2030330053","2088325","POINT (-73.88958427 40.86073227)","Government Buildings & Services",
"The Blackstone Group","345 PARK AVENUE","43rd Floor / dining/milea office","Manhattan","New York","10154","33","1","40.75816441","-73.97324549","105","4","10000","MN19","1013060001","1036460","POINT (-73.97324549 40.75816441)","Businesses & Commercial Spaces",
"P.S. 376 Brooklyn","194 Harman Street","Outside room 117","Brooklyn","New York","11237","10","1","40.69801327","-73.92071075","304","37","43100","BK77","3032870001","3075072","POINT (-73.92071075 40.69801327)","Public Schools",
"Equinox","97 BOERUM PLACE","-","Brooklyn","New York","11201","2","1","40.68864773","-73.99102506","302","33","4300","BK38","3001810001","3424486","POINT (-73.99102506 40.68864773)","Health Clubs & Gyms",
"New York & Co.","330 WEST 34 STREET","FL 6 - Pantry","Manhattan","New York","10001","5","1","40.752612","-73.99450301","104","3","10300","MN13","1007570054","1013553","POINT (-73.99450301 40.752612)","Businesses & Commercial Spaces",
"The Museum of Modern Art","11 WEST 53 STREET","FL 12 - 42 West, East Stairwell","Manhattan","New York","10019","13","1","40.76099511","-73.97720066","105","4","10400","MN17","1012690020","1081128","POINT (-73.97720066 40.76099511)","Museums",
